target_id,rel_name,k12_name,k12_accession_1,k12_accession_2,rel_product,k12_product,rel_pathways,k12_pathways,rel_reactions,k12_reactions,rel_url,k12_url
ECB_00403,amtB,amtB,b0451,ECK0445,ammonia/ammonium transporter,ammonia / ammonium transporter,NA,NA,TRANS-RXN0-206,TRANS-RXN0-206,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-589,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11821
ECB_02542,luxS,luxS,b2687,ECK2681,<i>S</i>-ribosylhomocysteine lyase,<i>S</i>-ribosylhomocysteine lyase,"autoinducer AI-2 biosynthesis I"" // ""<i>S</i>-adenosyl-L-methionine cycle I","autoinducer AI-2 biosynthesis I"" // ""<i>S</i>-adenosyl-L-methionine cycle I",RIBOSYLHOMOCYSTEINASE-RXN,RIBOSYLHOMOCYSTEINASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2759,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12712
ECB_02355,talA,talA,b2464,ECK2459,transaldolase A,transaldolase A,"pentose phosphate pathway"" // ""pentose phosphate pathway (non-oxidative branch)","pentose phosphate pathway"" // ""pentose phosphate pathway (non-oxidative branch)",TRANSALDOL-RXN,TRANSALDOL-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2569,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11797
ECB_03352,arsC,arsC,b3503,ECK3488,arsenate reductase,EG12237-MONOMER,arsenate detoxification II (glutaredoxin),arsenate detoxification II (glutaredoxin),RXN-982,RXN-982 // RXN-21024 // RXN-21025 // RXN-21026 // RXN-21027,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3586,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12237
ECB_00119,speD,speD,b0120,ECK0119,<i>S</i>-adenosylmethionine decarboxylase proenzyme,<i>S</i>-adenosylmethionine decarboxylase proenzyme,NA,"superpathway of arginine and polyamine biosynthesis"" // ""superpathway of polyamine biosynthesis I"" // ""spermidine biosynthesis I",NA,SAMDECARB-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-297,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10962
ECB_01178,ychF,ychF,b1203,ECK1191,redox-responsive ATPase YchF,redox-responsive ATPase YchF,NA,NA,ATPASE-RXN,ATPASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1378,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11404
ECB_03165,rpsC,rpsC,b3314,ECK3301,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3400,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10902
ECB_03770,yihX,yihX,b3885,ECK3878,&alpha;-D-glucose-1-phosphate phosphatase YihX,&alpha;-D-glucose-1-phosphate phosphatase YihX,glucose and glucose-1-phosphate degradation,glucose and glucose-1-phosphate degradation,GLUCOSE-1-PHOSPHAT-RXN,GLUCOSE-1-PHOSPHAT-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4019,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11850
ECB_00944,elfC,sfmD,b0532,ECK0525,putative fimbrial usher protein ElfC,putative fimbrial usher protein SfmD,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1143,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6292
ECB_01665,ydiP,ydiP,b1696,ECK1694,predicted DNA-binding transcriptional regulator,putative DNA-binding transcriptional regulator YdiP,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1865,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6919
ECB_03578,dgoR,dgoR,b4479,ECK3687,DNA-binding transcriptional regulator DgoR,DgoR-D-galactonate,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3812,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7789
ECB_04177,nanM,nanM,b4310,ECK4301,<i>N</i>-acetylneuraminate mutarotase,<i>N</i>-acetylneuraminate mutarotase,NA,NA,RXN0-5329,RXN0-5329,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4440,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7920
ECB_01434,fdnI,fdnI,b1476,ECK1470,"formate dehydrogenase N subunit &gamma;"" // ""formate dehydrogenase N subunit &alpha;"" // ""formate dehydrogenase N subunit &beta;","formate dehydrogenase N, subcomplex","formate to trimethylamine <i>N</i>-oxide electron transfer"" // ""nitrate reduction III (dissimilatory)"" // ""formate to dimethyl sulfoxide electron transfer","nitrate reduction III (dissimilatory)"" // ""formate to dimethyl sulfoxide electron transfer"" // ""formate to nitrite electron transfer"" // ""formate to trimethylamine <i>N</i>-oxide electron transfer",formate dehydrogenase (menaquinone),formate dehydrogenase (menaquinone),HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1634,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11229
ECB_02122,ccmG,ccmG,b2195,ECK2187,holocytochrome <I>c</I> synthetase,holocytochrome <I>c</I> synthetase,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2330,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12053
ECB_03973,phnG,phnG,b4101,ECK4094,"carbon-phosphorus lyase core complex"" // ""methylphosphonate degradation complex","carbon-phosphorus lyase core complex"" // ""methylphosphonate degradation complex",NA,"(aminomethyl)phosphonate degradation"" // ""methylphosphonate degradation I","&alpha;-D-ribose 1-methylphosphonate 5-triphosphate synthase"" // RXN-17954
""phnH",RXN-17954 // RXN0-6732,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4234,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10716
ECB_00608,nadD,nadD,b0639,ECK0632,GCQD-793-MONOMER,NICONUCADENYLYLTRAN-MONOMER,"aspartate superpathway"" // ""NAD biosynthesis I (from aspartate)"" // ""NAD salvage pathway I","aspartate superpathway"" // ""NAD <i>de novo</i> biosynthesis I (from aspartate)"" // ""NAD salvage pathway I (PNC VI cycle)"" // ""NAD salvage pathway II (PNC IV cycle)",NICONUCADENYLYLTRAN-RXN,NICONUCADENYLYLTRAN-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-793,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6350
ECB_00034,rihC,rihC,b0030,ECK0031,ribonucleoside hydrolase RihC,ribonucleoside hydrolase RihC,"adenine and adenosine salvage II"" // ""pyrimidine ribonucleosides salvage II","superpathway of pyrimidine ribonucleosides salvage"" // ""pyrimidine ribonucleosides salvage II"" // ""adenine and adenosine salvage II"" // ""pyrimidine ribonucleosides salvage III",RXN0-361 // ADENOSINE-NUCLEOSIDASE-RXN // INOSINE-NUCLEOSIDASE-RXN // RXN0-363 // URIDINE-NUCLEOSIDASE-RXN,URIDINE-NUCLEOSIDASE-RXN // RXN0-363 // INOSINE-NUCLEOSIDASE-RXN // ADENOSINE-NUCLEOSIDASE-RXN // RXN0-361,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-212,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11082
ECB_02524,ygaP,ygaP,b2668,ECK2662,thiosulfate sulfurtransferase YgaP,thiosulfate sulfurtransferase YgaP,thiosulfate disproportionation III (rhodanese),thiosulfate disproportionation IV (rhodanese),THIOSULFATE-SULFURTRANSFERASE-RXN,THIOSULFATE-SULFURTRANSFERASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2741,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7398
ECB_02338,eutK,eutK,b2438,ECK2433,"predicted structural protein, ethanolamine utilization microcompartment","putative structural protein, ethanolamine utilization microcompartment",NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2552,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7270
ECB_02941,aer,aer,b3072,ECK3062,"aerotaxis sensor receptor, flavoprotein","aerotaxis sensor receptor, flavoprotein",NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3167,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7595
ECB_02725,dsbC,dsbC,b2893,ECK2888,DsbC monomer,protein disulfide isomerase DsbC,NA,NA,DISULFOXRED-RXN // 5.3.4.1-RXN,5.3.4.1-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2949,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11070
ECB_00179,lpxA,lpxA,b0181,ECK0180,acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase,acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase,"superpathway of (KDO)<SUB>2</SUB>-lipid A biosynthesis"" // ""superpathway of lipopolysaccharide biosynthesis"" // ""lipid IV<sub>A</sub> biosynthesis","superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis"" // ""superpathway of lipopolysaccharide biosynthesis"" // ""lipid IV<sub>A</sub> biosynthesis (E. coli)",UDPNACETYLGLUCOSAMACYLTRANS-RXN,UDPNACETYLGLUCOSAMACYLTRANS-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-357,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10545
ECB_03150,rpmJ,rpmJ,b3299,ECK3286,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3385,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11232
ECB_03755,glnA,glnA,b3870,ECK3863,glutamine synthetase,adenylyl-[glutamine synthetase],"ammonia assimilation cycle III"" // ""glutamine biosynthesis I","ammonia assimilation cycle III"" // ""L-glutamine biosynthesis I"" // ""Nitrogen Regulation Two-Component System",GLUTAMINESYN-RXN,GLUTAMINESYN-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4004,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10383
ECB_00926,mukF,mukF,b0922,ECK0913,bacterial condensin MukBEF,bacterial condensin MukBEF,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1125,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12165
ECB_01645,pykF,pykF,b1676,ECK1672,pyruvate kinase I,pyruvate kinase I,"superpathway of hexitol degradation (bacteria)"" // ""superpathway of glycolysis and Entner-Doudoroff"" // ""superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"" // ""respiration (anaerobic)"" // ""mixed acid fermentation"" // ""glycolysis II (from fructose-6P)"" // ""glycolysis I (from glucose-6P)","superpathway of hexitol degradation (bacteria)"" // ""superpathway of glycolysis and the Entner-Doudoroff pathway"" // ""superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"" // ""mixed acid fermentation"" // ""glycolysis II (from fructose 6-phosphate)"" // ""glycolysis I (from glucose 6-phosphate)",PEPDEPHOS-RXN,PEPDEPHOS-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1845,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10804
ECB_03558,yidF,yidF,b3674,ECK3665,predicted DNA-binding transcriptional regulator,uncharacterized protein YidF,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3792,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11694
ECB_04158,fecR,fecR,b4292,ECK4282,FecAR Signal Transduction System,FecAR Signal Transduction System,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4421,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10292
ECB_01405,mnaT,mnaT,b1448,ECK1442,L-amino acid N-acyltransferase,L-amino acid N-acyltransferase,NA,NA,RXN0-6948,RXN0-6948,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1605,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6759
ECB_02105,mepS,mepS,b2175,ECK2169,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase,anhydromuropeptides recycling,"muropeptide degradation"" // ""anhydromuropeptides recycling I",RXN0-3461 // RXN0-5227,RXN0-3461 // RXN0-5227,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2312,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7147
ECB_01886,msrP,msrP,b1971,ECK1967,periplasmic protein-L-methionine sulfoxide reducing system,periplasmic protein-L-methionine sulfoxide reducing system,NA,NA,RXN-17663 // RXN-17652,RXN-17663 // RXN-17652,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2089,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7059
ECB_00590,dpiA,dpiA,b0620,ECK0613,DNA-binding transcriptional dual regulator DpiA,P<sup>asp</sup> DNA-binding transcriptional dual regulator DpiA,NA,DpiBA Two-Component Signal Transduction System,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-775,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6346
ECB_00366,pgpA,pgpA,b0418,ECK0412,phosphatidylglycerophosphatase A,phosphatidylglycerophosphatase A,"phospholipid biosynthesis I"" // ""cardiolipin biosynthesis I"" // ""cardiolipin biosynthesis III","superpathway of phospholipid biosynthesis I (bacteria)"" // ""cardiolipin biosynthesis III"" // ""cardiolipin biosynthesis I",PGPPHOSPHA-RXN,PGPPHOSPHA-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-552,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10704
ECB_02505,smpA,bamE,b2617,ECK2613,Outer Membrane Protein Assembly Complex,Outer Membrane Protein Assembly Complex,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2722,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10952
ECB_02321,cysM,cysM,b2421,ECK2416,cysteine synthase B,cysteine synthase B,"superpathway of sulfate assimilation and cysteine biosynthesis"" // ""cysteine biosynthesis I"" // ""L-cysteine degradation II","L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)"" // ""superpathway of sulfate assimilation and cysteine biosynthesis"" // ""L-cysteine biosynthesis I"" // ""L-cysteine degradation II",ACSERLY-RXN // SULFOCYS-RXN // LCYSDESULF-RXN // RXN-15129,SULFOCYS-RXN // ACSERLY-RXN // LCYSDESULF-RXN // RXN-15129,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2535,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10193
ECB_02926,cca,cca,b3056,ECK3046,fused CCA tRNA nucleotidyltransferase/phosphohydrolase,fused CCA tRNA nucleotidyltransferase/phosphohydrolase,NA,NA,TRNA-CYTIDYLYLTRANSFERASE-RXN,TRNA-CYTIDYLYLTRANSFERASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3151,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10136
ECB_00115,lpd,lpd,b0116,ECK0115,"2-oxoglutarate dehydrogenase complex"" // ""lipoamide dehydrogenase"" // ""pyruvate dehydrogenase, E2 subunit"" // ""pyruvate dehydrogenase E1 component"" // ""glycine cleavage system","2-oxoglutarate dehydrogenase complex"" // ""glycine cleavage system"" // ""pyruvate dehydrogenase"" // ""pyruvate dehydrogenase, E2 subunit"" // ""lipoamide dehydrogenase","formylTHF biosynthesis"" // ""respiration (anaerobic)"" // ""superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"" // ""superpathway of glyoxylate bypass and TCA"" // ""TCA cycle I (prokaryotic)"" // ""pyruvate decarboxylation to acetyl CoA"" // ""glycine cleavage"" // ""2-oxoglutarate decarboxylation to succinyl-CoA","folate transformations III (<i>E. coli</i>)"" // ""superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"" // ""superpathway of glyoxylate bypass and TCA"" // ""TCA cycle I (prokaryotic)"" // ""glycine cleavage"" // ""pyruvate decarboxylation to acetyl CoA"" // ""2-oxoglutarate decarboxylation to succinyl-CoA","GCVMULTI-RXN // GCVP-RXN // GCVT-RXN // PYRUVDEH-RXN // RXN0-1134 // ""pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)"" // ""2-(&alpha;-hydroxyethyl)-TPP:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine acetyltransferase"" // RXN0-1133 // ""2-oxoglutarate dehydrogenase complex"" // 2OXOGLUTDECARB-RXN // RXN0-1147 // ""Dihydrolipoamide dehydrogenase"" // ""dihydrolipoyl dehydrogenase"" // ""dihydrolipoyl dehydrogenase"" // ""dihydrolipoyl dehydrogenase"" // RXN-15119","PYRUVDEH-RXN // RXN0-1134 // ""pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)"" // ""2-(&alpha;-hydroxyethyl)-TPP:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine acetyltransferase"" // RXN0-1133 // GCVMULTI-RXN // GCVP-RXN // GCVT-RXN // ""2-oxoglutarate dehydrogenase complex"" // 2OXOGLUTDECARB-RXN // RXN0-1147 // 1.8.1.4-RXN // RXN-8629 // RXN0-1132 // RXN-7716 // RXN-15119",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-293,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10543
ECB_03317,yhhN,yhhN,b3468,ECK3452,conserved inner membrane enzyme,PF07947 family protein YhhN,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3551,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12214
ECB_03133,tsaC,tsaC,b3282,ECK3269,threonylcarbamoyl-AMP synthase,threonylcarbamoyl-AMP synthase,NA,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,RXN-14569,RXN-14569,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3368,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7698
ECB_01127,phoQ,phoQ,b1129,ECK1115,sensor histidine kinase PhoQ,bifunctional sensor histidine kinase PhoQ,NA,"PhoQP Two-Component Signal Transduction System, magnesium-dependent",NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1327,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10732
ECB_03536,insI,insI-3,b4284,ECK0258,IS30 transposase,KpLE2 phage-like element; IS30 transposase,NA,NA,NA,RXN0-5131,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3770,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7905
ECB_03736,fadA,fadA,b3845,ECK3837,aerobic fatty acid oxidation complex,aerobic fatty acid oxidation complex,fatty acid &beta;-oxidation I,"fatty acid &beta;-oxidation I (generic)"" // ""oleate &beta;-oxidation",RXN-14394 // KETOACYLCOATHIOL-RXN // RXN-17778 // RXN-17782 // RXN-17787 // RXN-17791 // RXN-17795 // RXN-17799,"decanoyl-CoA C-acyltransferase"" // ""hexanoyl-CoA C-acyltransferase"" // RXN-13617 // RXN-12565 // KETOACYLCOATHIOL-RXN // RXN-17778 // RXN-17782 // RXN-17787 // RXN-17791 // RXN-17795 // RXN-17799 // RXN-14394
""yciT",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3980,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10278
ECB_03942,nrfA,nrfA,b4070,ECK4063,periplasmic nitrite reductase NrfAB,periplasmic nitrite reductase NrfAB,NA,formate to nitrite electron transfer,RXN-18605,RXN-18605,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4203,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11781
ECB_01622,rnt,rnt,b1652,ECK1648,RNase T,RNase T,tRNA processing,tRNA processing,RXN0-4223 // RXN0-6483 // RXN0-6484,RXN0-6484 // RXN0-6483 // RXN0-4223,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1820,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11547
ECB_00347,phoB,phoB,b0399,ECK0393,DNA-binding transcriptional dual regulator PhoB,Phosphorylated DNA-binding transcriptional dual regulator PhoB,NA,"PhoRB Two-Component Signal Transduction System, phosphate-dependent",NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-533,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10728
ECB_04133,idnD,idnD,b4267,ECK4260,GCQD-4396-MONOMER,IDONDEHYD-MONOMER,"ketogluconate metabolism"" // ""L-idonate degradation","ketogluconate metabolism"" // ""L-idonate degradation",RXN-12107 // 1.1.1.264-RXN,"<small>L</small>-idonate 2-dehydrogenase"" // RXN-12107 // 1.1.1.264-RXN
""basR",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4396,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7893
ECB_02303,yfeA,pdeA,b2395,ECK2389,putative diguanylate cyclase,putative c-di-GMP phosphodiesterase PdeA,NA,NA,RXN0-5359,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2511,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11145
ECB_02086,yeiE,yeiE,b2157,ECK2150,LysR-type transcriptional regulator YeiE,LysR-type transcriptional regulator YeiE,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2293,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12105
ECB_00887,clpA,clpA,b0882,ECK0873,"ClpAP"" // ""ClpAXP","ClpAXP"" // ""ClpAP",NA,NA,3.4.21.92-RXN,3.4.21.92-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1085,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10156
ECB_00574,ahpC,ahpC,b0605,ECK0599,alkyl hydroperoxide reductase,alkyl hydroperoxide reductase,NA,NA,R4-RXN,R4-RXN // RXN-19953 // RXN-19954 // RXN-20692 // RXN-20691,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-759,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11384
ECB_03508,trmH,trmH,b3651,ECK3641,GCQD-3742-MONOMER,EG10967-MONOMER,NA,NA,2.1.1.34-RXN,2.1.1.34-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3742,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10967
ECB_02487,pheL,pheL,b2598,ECK2595,pheA gene leader peptide,<i>phe</i> operon leader peptide,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2704,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11271
ECB_01364,ynbB,ynbB,b1409,ECK1402,predicted CDP-diglyceride synthase,putative CDP-diglyceride synthase,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1564,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6728
ECB_00135,yadK,yadK,b0136,ECK0135,putative fimbrial protein YadK,putative fimbrial protein YadK,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-313,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12325
ECB_03924,dnaB,dnaB,b4052,ECK4044,primosome,primosome,NA,NA,RXN0-4261,RXN0-4261,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4185,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10236
ECB_01107,comR,comR,b1111,ECK1097,DNA-binding transcriptional repressor ComR,ComR-Cu(I),NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1308,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6569
ECB_01851,flhB,flhB,b1880,ECK1881,flagellar biosynthesis protein FlhB,flagellum,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2051,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7028
ECB_00211,insB-2,insB-2,b0264,ECK0022,IS1 protein InsB,IS1 protein InsB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-396,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6138
ECB_02287,yfdY,yfdY,b2377,ECK2373,predicted inner membrane protein,DUF2545 domain-containing protein YfdY,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2495,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7240
ECB_01607,tyrS,tyrS,b1637,ECK1633,tyrosyl-tRNA synthetase,tyrosine&mdash;tRNA ligase,tRNA charging,tRNA charging,TYROSINE--TRNA-LIGASE-RXN,TYROSINE--TRNA-LIGASE-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1805,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11043
ECB_00800,yliE,pdeI,b0833,ECK0823,inner membrane protein,putative c-di-GMP phosphodiesterase PdeI,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-998,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6433
ECB_04115,yjgH,yjgH,b4248,ECK4242,predicted mRNA endoribonuclease,RutC family protein YjgH,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4378,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7879
ECB_02670,recC,recC,b2822,ECK2818,exodeoxyribonuclease V,exodeoxyribonuclease V,NA,NA,RXN0-2605 // RXN-19004 // 3.1.21.2-RXN,RXN-19004 // RXN0-2605 // 3.1.21.2-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2893,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10825
ECB_02068,yohGH,NA,NA,NA,multidrug resistance outer membrane protein MdtQ,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2275,NA
ECB_03097,argR,argR,b3237,ECK3226,DNA-binding transcriptional dual regulator ArgR,ArgR-L-arginine DNA-binding transcriptional dual regulator,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3325,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10070
ECB_00551,fes,fes,b0585,ECK0577,ferric enterobactin esterase,ferric enterobactin esterase,NA,NA,"enterobactin hydrolase"" // RXN-14477 // RXN-14478 // RXN-14479 // RXN-20025 // RXN0-6938 // RXN-20023 // RXN-20024
""fetA","RXN-20025 // RXN0-6938 // RXN-20023 // RXN-20024 // ""enterobactin hydrolase"" // RXN-14477 // RXN-14478 // RXN-14479",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-736,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10299
ECB_03493,rpmG,rpmG,b3636,ECK3626,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3727,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10891
